VDID,SubAuthorityCode,BiDirectional,PositionLon,PositionLat,RoadName,LocationMile,LinkID,Bearing,RoadDirection,LaneNum,ActualLaneNum
VD-N1-S-303-I-WS-1-Loop,NFB-SR,0,120.23461,23.1771763,國道1號,303K+000,0000101060050D,S,S,2,2
VD-N1-N-142.200-M-RS,NFB-CR,0,120.78603,24.458103,國道1號,142K+200,0000100114200K,NE,N,3,3
VD-N10-W-23.112-M-Loop,NFB-SR,0,120.45659,22.797459,國道10號,23K+112,0001000102300E,W,W,2,2
VD-N4-W-1.890-N-Loop,NFB-CR,0,120.60177,24.306793,國道4號,1K+890,0000400100110B,W,W,2,2
VD-N6-E-36.368-M-LOOP,NFB-CR,0,120.98671,23.982851,國道6號,36K+368,0000600003600M,E,E,2,2
VD-N1H-N-16.000-M-LOOP,NFB-NR,0,121.60162,25.0639,國道1號汐止五股高架道路,16K+000,00001A0101600A,E,N,2,2
VD-T88-E-7-O-WS-1-Loop,NFB-SR,0,120.4050286,22.58629126,台88線,7K+000,1008801003000E,E,E,1,1
VD-N1-N-115.700-M-LOOP,NFB-CR,0,120.88273,24.659798,國道1號,115K+700,0000100111500K,N,N,3,3
VD-N3-N-377.105-M-Loop,NFB-SR,0,120.407777,22.831944,國道3號,377K+105,0000300137700E,NW,N,3,3
VD-N1-N-55-I-EN-中壢服務區,NFB-NR,0,121.253,25.0021,國道1號,55K+000,0000101180010H,NE,N,1,1
VD-N1H-N-19.000-N-LOOP,NFB-NR,0,121.57345,25.07047,國道1號汐止五股高架道路,19K+000,00001A0101900A,E,N,2,2
VD-N3-S-49.000-M-LOOP,NFB-NR,0,121.36944,24.94722,國道3號,49K+000,0000300004900F,SW,S,4,4
VD-N3-S-7.020-M-RS,NFB-NR,0,121.669,25.0976,國道3號,7K+020,0000300000630C,W,S,3,3
VD-N1-S-57-I-ES-1A-內壢-環道,NFB-NR,0,121.23938,24.98865,國道1號,57K+000,0000101020040H,N,S,1,1
VD-N3-S-318.085-M-Loop,NFB-SR,0,120.409166,23.3,國道3號,318K+085,0000300031800D,SW,S,3,3
VD-N1-S-23-I-WS-32-圓山,NFB-NR,0,121.53434,25.072975,國道1號,23K+000,0000101011010A,W,S,1,1
VD-N5-S-19.013-M-LOOP,NFB-PL,0,121.73781,24.911919,國道5號,19K+013,0000500001900F,SE,S,2,2
VD-T88-W-20.828-M-Loop,NFB-SR,0,120.524971,22.570964,台88線,20K+828,1008800102070T,W,W,2,2
VD-N1-N-49-O-SE-1A-桃園,NFB-NR,0,121.295364,25.035948,國道1號,49K+000,0000101118000H,NE,N,3,3
VD-N3-S-14.700-N-LOOP,NFB-NR,0,121.62529,25.045845,國道3號,14K+700,0000300001410F,SW,S,3,3
VD-N1-S-83-O-NW-21-湖口,NFB-NR,0,121.02948,24.87636,國道1號,83K+000,0000101027006J,W,S,2,2
VD-N3-S-119-I-WS-1X-南下入口2,NFB-CR,0,120.8470566,24.67419915,國道3號,119K+000,0000301027050K,S,S,2,2
VD-N3-S-148.738-M-LOOP,NFB-CR,0,120.680435,24.4661,國道3號,148K+738,0000300014800K,SW,S,3,3
VD-N5-N-49.070-M-LOOP,NFB-PL,0,121.79671,24.668468,國道5號,49K+070,0000500104900G,NW,N,2,2
VD-N1-S-315-I-WS-21X-Loop,NFB-SR,0,120.2510086,23.0768807,國道1號,315K+000,0000101062060D,SW,S,1,1
VD-N3-N-383-I-WN-1A-Loop,NFB-SR,0,120.4262192,22.78558469,國道3號,383K+000,0000301165030E,N,N,2,2
VD-N1-S-95.210-N-LOOP,NFB-NR,0,121.00444,24.78792,國道1號,95K+210,0000101029170O,S,S,3,3
VD-N3-T-31-A-W-31-安坑,NFB-NR,0,121.52911,24.971624,國道3號,31K+000,0000301010060F,E,S,1,1
VD-N3-N-99.890-M-RS,NFB-NR,0,120.99425,24.755505,國道3號,99K+890,0000300109940J,E,N,4,4
VD-N3-S-182-I-ES-22X-南下入口2-台中,NFB-CR,0,120.5721673,24.19693613,國道3號,182K+000,0000301035030B,E,S,1,1
VD-N1-S-97.990-M-LOOP,NFB-NR,0,120.99931,24.764023,國道1號,97K+990,0000100009710J,SW,S,4,4
VD-N1-S-74.510-M-LOOP,NFB-NR,0,121.11666,24.89314,國道1號,74K+510,0000100007400H,W,S,4,4
VD-N3-N-172-R-SE-1-北上出口,NFB-CR,0,120.5975303,24.27836602,國道3號,172K+000,0000301184000B,E,N,1,1
VD-N1-S-327-O-NW-21-Loop,NFB-SR,0,120.2490655,22.97287775,國道1號,327K+000,0000101065020D,S,S,1,1
VD-N3-S-90-I-ES-22-竹林,NFB-NR,0,121.07937,24.767193,國道3號,90K+000,0000301021040J,SW,S,1,1
VD-N1-S-27-I-ES-1-三重,NFB-NR,0,121.494576,25.07553,國道1號,27K+000,0000101013030F,NE,S,1,1
VD-N3-S-311-I-WS-1-Loop,NFB-SR,0,120.4389742,23.34552873,國道3號,311K+000,0000301057050D,S,S,2,2
VD-N4-E-1.097-M-LOOP,NFB-CR,0,120.601715,24.3066,國道4號,1K+097,0000400000110B,E,E,3,3
VD-N1-N-18.770-M-RS,NFB-NR,0,121.57529,25.07022,國道1號,18K+770,0000100101800A,E,N,3,3
VD-N3-N-319-R-EN-1-Loop,NFB-SR,0,120.39868,23.28971,國道3號,319K+000,0000301187010D,N,N,1,1
VD-N1-S-165.280-N-LOOP,NFB-CR,0,120.69305,24.273643,國道1號,165K+280,0000100016500B,S,S,3,3
VD-N3-N-391.240-N-Loop,NFB-SR,0,120.48984,22.754333,國道3號,391K+240,0000300139100T,NW,N,2,2
VD-N3-N-43-I-WN-22-土城-T65N3N,NFB-NR,0,121.43234,24.961752,國道3號,43K+000,0000301112040F,S,N,1,1
VD-N10-W-2.581-M-Loop,NFB-SR,0,120.335,22.6775,國道10號,2K+581,0001000100210E,SW,W,3,3
VD-N1-S-41-C-S-1B-林口-集散道,NFB-NR,0,121.36306,25.06524,國道1號,41K+000,0000101017050F,W,S,2,2
VD-N3-N-30.140-M-RS,NFB-NR,0,121.53042,24.962427,國道3號,30K+140,0000300103000F,SE,N,3,3
VD-N3-N-152.790-M-RS,NFB-CR,0,120.68318,24.430363,國道3號,152K+790,0000300115200K,N,N,3,3
VD-N3-N-50-I-EN-1-三鶯,NFB-NR,0,121.36165,24.939878,國道3號,50K+000,0000301114040F,NE,N,1,1
VD-N1-N-140-O-N-1-銅鑼,NFB-CR,0,120.786476,24.474098,國道1號,140K+000,0000101134000K,N,N,1,1
VD-N8-E-6-I-NE-22-Loop,NFB-SR,0,120.2549545,23.0779546,國道8號,6K+000,0000801003050D,NE,E,1,1
VD-N3-N-171.472-M-RS,NFB-CR,0,120.6016,24.289635,國道3號,171K+472,0000300117100B,N,N,3,3
VD-N3-S-43-I-WS-22-土城-T65N3S,NFB-NR,0,121.43169,24.960953,國道3號,43K+000,0000301012080F,S,S,1,1
VD-N10-W-25.055-M-Loop,NFB-SR,0,120.47265,22.79935,國道10號,25K+055,0001000102470T,SW,W,2,2
VD-N1-S-371-I-WS-22-Loop,NFB-SR,0,120.3387062,22.59567157,國道1號,371K+000,0000101075000E,SW,S,1,1
VD-N1-S-95-I-ES-32A-新竹-光復路,NFB-NR,0,121.00512,24.790434,國道1號,95K+000,0000101029150O,SW,S,1,1
VD-T76-W-24.811-M-RS,NFB-CR,0,120.582765,23.944381,台76線,24K+811,1007600102400N,W,W,2,2
VD-N1-N-34-I-EN-1-高公局,NFB-NR,0,121.427,25.0677,高公局道路匝道,34K+000,6267180100000F,NE,NE,1,1
VD-N3-N-98-I-EN-1-寶山,NFB-NR,0,121.00682,24.756586,國道3號,98K+000,0000301122090J,E,N,2,2
VD-N3-N-182.712-N-LOOP,NFB-CR,0,120.57388,24.196474,國道3號,182K+712,0000300118230B,NE,N,4,4
VD-N1-S-367-O-NW-1B-Loop,NFB-SR,0,120.3360851,22.63087506,國道1號,367K+000,0000101072040E,S,S,2,2
VD-N6-E-25.087-M-LOOP,NFB-CR,0,120.88222,23.979345,國道6號,25K+087,0000600002510M,E,E,2,2
VD-N10-W-1-I-NW-1B-RS,NFB-SR,0,120.33179,22.675913,國道10號,1K+000,0001000100170E,W,W,2,2
VD-N1-N-177.990-M-LOOP,NFB-CR,0,120.634056,24.180258,國道1號,177K+990,0000100117800B,NE,N,3,3
VD-N1-S-367.462-M-Loop,NFB-SR,0,120.33678,22.634245,國道1號,367K+462,0000100036700E,S,S,3,3
VD-N8-E-6-I-SE-21-Loop,NFB-SR,0,120.2548619,23.07800294,國道8號,6K+000,0000801003050D,NE,E,1,1
VD-N6-W-13.505-M-RS,NFB-CR,0,120.788055,23.988087,國道6號,13K+505,0000600101300M,W,W,2,2
VD-N6-E-27.818-M-OH,NFB-CR,0,120.90579,23.978168,國道6號,27K+818,0000600002730M,E,E,2,2
VD-N3-S-50-I-WS-1-三鶯,NFB-NR,0,121.35761,24.93883,國道3號,50K+000,0000301014020F,S,S,2,2
VD-N3-S-182-I-WS-21-南下入口1-龍井,NFB-CR,0,120.571462,24.19692732,國道3號,182K+000,0000301035070B,S,S,1,1
VD-N3-N-168.504-N-LOOP,NFB-CR,0,120.61674,24.310978,國道3號,168K+504,0000300116850B,NE,N,3,3
VD-N1-S-327-O-NE-22-Loop,NFB-SR,0,120.2486149,22.97269994,國道1號,327K+000,0000101065010D,S,S,1,1
VD-N3-N-334-I-EN-21-Loop,NFB-SR,0,120.3536376,23.1690804,國道3號,334K+000,0000301160080D,N,N,1,1
VD-N6-W-29-O-ES-1-西向出口-愛蘭,NFB-CR,0,120.9240693,23.98123043,國道6號,29K+000,0000601106000M,S,W,1,1
VD-N1-S-167.700-M-LOOP,NFB-CR,0,120.69042,24.251143,國道1號,167K+700,0000100016700B,S,S,4,4
VD-N1-N-9.770-M-汐止地磅站,NFB-NR,0,121.66111,25.076918,國道1號,9K+770,0000100100900F,NE,N,1,1
VD-N3-S-402.503-M-Loop,NFB-SR,0,120.562777,22.677222,國道3號,402K+503,0000300040300T,S,S,2,2
VD-N1-N-324.200-M-Loop,NFB-SR,0,120.24824,23.004953,國道1號,324K+200,0000100132400D,N,N,3,3
VD-N3-S-96.340-M-LOOP,NFB-NR,0,121.028786,24.75729,國道3號,96K+340,0000300009600J,SW,S,3,3
VD-N1-N-181-O-SE-1-北上出口,NFB-CR,0,120.6197248,24.14871701,國道1號,181K+000,0000101142000B,NE,N,2,2
VD-N1-S-1-I-WS-1B-基隆-匝道,NFB-NR,0,121.727066,25.11523,國道1號,1K+000,0000101002020C,S,S,1,1
VD-N4-E-11-O-WS-21X-東向出口2-豐原,NFB-CR,0,120.6921793,24.26905855,國道4號,11K+000,0000401004010B,SE,E,2,2
VD-N1-S-95-C-S-1A-新竹-公道五路-光復,NFB-NR,0,121.00596,24.791958,國道1號,95K+000,0000101029100O,S,S,1,1
VD-N3-S-46-O-NW-1-樹林,NFB-NR,0,121.3991,24.9512,國道3號,46K+000,0000301013000F,W,S,1,1
VD-N1-S-51.300-M-LOOP,NFB-NR,0,121.28219,25.026525,國道1號,51K+300,0000100005100H,SW,S,5,5
VD-N2-E-0.560-M-RS,NFB-NR,0,121.21377,25.062683,國道2號,0K+560,0000201001010H,SW,E,2,2
VD-N3-S-11.830-M-RS,NFB-NR,0,121.643,25.0643,國道3號,11K+830,0000300001160F,S,S,4,4
VD-N1-S-211-O-NW-21-南下出口-員林,NFB-CR,0,120.5056279,23.95434805,國道1號,211K+000,0000101047010N,SW,S,2,2
VD-N1-N-49-I-EN-32A-桃園-高架,NFB-NR,0,121.299774,25.035501,國道1號,49K+000,0000101118070H,N,N,1,1
VD-N1-N-3.980-M-LOOP,NFB-NR,0,121.70821,25.099497,國道1號,3K+980,0000100100300C,E,N,3,3
VD-N3-S-260.499-N-LOOP,NFB-CR,0,120.59513,23.73296,國道3號,260K+499,0000300026000P,SE,S,3,3
VD-N1-N-15-O-SE-1-東湖,NFB-NR,0,121.609634,25.064852,國道1號,15K+000,0000101109000A,E,N,1,1
VD-N3-N-62.980-N-LOOP,NFB-NR,0,121.264,24.8899,國道3號,62K+980,0000300106210H,NE,N,3,3
VD-N1-N-207-O-SW-22-北上出口-鹿港,NFB-CR,0,120.5085116,23.9806267,國道1號,207K+000,0000101146020N,N,N,1,1
VD-T88-W-13.160-M-RS,NFB-SR,0,120.462421,22.587479,台88線,13K+160,1008800101300T,NW,W,2,2
VD-N3-S-393.189-M-Loop,NFB-SR,0,120.505936,22.738054,國道3號,393K+189,0000300039300T,SE,S,2,2
VD-N5-N-53.065-M-IMAGE,NFB-PL,0,121.80747,24.630722,國道5號,53K+065,0000500105300G,N,N,2,2
VD-N3-S-222.491-N-LOOP,NFB-CR,0,120.65235,23.96037,國道3號,222K+491,0000300022260M,SE,S,4,4
VD-N3-N-282.095-M-Loop,NFB-SR,0,120.507222,23.575277,國道3號,282K+095,0000300128240Q,N,N,3,3
VD-N1-N-67-O-SE-1-幼獅,NFB-NR,0,121.16957,24.92213,國道1號,67K+000,0000101124003H,NE,N,1,1
VD-N3-S-120.963-M-RS,NFB-CR,0,120.84198,24.659857,國道3號,120K+963,0000300012000K,SW,S,3,3
VD-N1-N-172.740-M-RS,NFB-CR,0,120.66969,24.211742,國道1號,172K+740,0000100117200B,NE,N,4,4
VD-N1-N-196.630-M-RS,NFB-CR,0,120.52564,24.081545,國道1號,196K+630,0000100119600N,NE,N,4,4
VD-N1-N-356-O-SE-21-Loop,NFB-SR,0,120.3344457,22.72857382,國道1號,356K+000,0000101170050E,N,N,1,1
VD-N1-N-164.517-M-RS,NFB-CR,0,120.69397,24.28023,國道1號,164K+517,0000100116400B,N,N,4,4
VD-N1-S-25-I-WS-21-台北,NFB-NR,0,121.51331,25.079704,國道1號,25K+000,0000101012020A,SW,S,1,1
VD-N3-N-268-I-WN-21,NFB-CR,0,120.579056,23.670918,國道3號,268K+000,0000301151010P,NE,N,1,1
VD-N3-S-167.600-M-LOOP,NFB-CR,0,120.62016,24.317781,國道3號,167K+600,0000300016700B,S,S,4,4
VD-N3-S-138.721-M-RS,NFB-CR,0,120.73833,24.536827,國道3號,138K+721,0000300013800K,SW,S,3,3
VD-T76-W-20.660-M-RS,NFB-CR,0,120.549205,23.958909,台76線,20K+660,1007600102010N,NW,W,2,2
VD-N1-S-48.880-N-LOOP,NFB-NR,0,121.302284,25.040564,國道1號,48K+880,0000100004800H,SW,S,4,4
VD-N1-S-311-I-ES-22-Loop,NFB-SR,0,120.2428115,23.1168689,國道1號,311K+000,0000101061030D,E,S,1,1
VD-N1-S-220.450-N-LOOP,NFB-CR,0,120.489911,23.871798,國道1號,220K+450,0000100022000N,S,S,3,3
VD-N1-N-284.010-M-Loop,NFB-SR,0,120.31319,23.34074,國道1號,284K+010,0000100128410D,NE,N,3,3
VD-N3-N-253.175-M-RS,NFB-CR,0,120.63125,23.77414,國道3號,253K+175,0000300125300P,E,N,3,3
VD-N1-S-367.905-M-Loop,NFB-SR,0,120.33633,22.630278,國道1號,367K+905,0000100036790E,S,S,3,3
VD-N1-N-263.840-N-Loop,NFB-SR,0,120.39614,23.499483,國道1號,263K+840,0000101155100I,NE,N,3,3
VD-N1-N-67-I-EN-1-幼獅,NFB-NR,0,121.17141,24.924267,國道1號,67K+000,0000101124070H,NE,N,1,1
VD-N3-N-15.410-M-RS,NFB-NR,0,121.62352,25.03901,國道3號,15K+410,0000300101540A,NE,N,3,3
VD-N1-N-23-O-SE-1B-圓山,NFB-NR,0,121.53184,25.072474,國道1號,23K+000,0000101111050A,SE,N,3,3
VD-N3-S-72-B-龍潭收費站,NFB-NR,0,121.19857,24.84023,,72K+000,FFFFFFFFFFFFFF,,,1,1
VD-N1-N-211.640-M-LOOP,NFB-CR,0,120.50576,23.94762,國道1號,211K+640,0000100121160N,N,N,3,3
VD-N4-W-26.825-M-LOOP,NFB-CR,0,120.71729,24.20702,國道4號,26K+825,0000400102713B,N,W,3,3
VD-N1-N-95-O-SE-21A-新竹-光復路,NFB-NR,0,121.00476,24.787535,國道1號,95K+000,0000101129080O,NE,N,2,2
VD-N3-N-89.600-M-LOOP,NFB-NR,0,121.08555,24.771137,國道3號,89K+600,0000300108900J,NE,N,3,3
VD-N3-N-385.815-M-Loop,NFB-SR,0,120.444722,22.768055,國道3號,385K+815,0000300138600E,NW,N,3,3
VD-N1-N-88.050-M-LOOP,NFB-NR,0,121.01891,24.848846,國道1號,88K+050,0000100108800J,N,N,4,4
VD-N3-S-62-I-ES-22-大溪-環道,NFB-NR,0,121.264,24.8932,,62K+000,FFFFFFFFFFFFFF,,,1,1
VD-N1-S-158-R-WS-1-南下入口,NFB-CR,0,120.7117522,24.32699022,國道1號,158K+000,0000101082010B,S,S,1,1
VD-N1-N-199.120-M-LOOP,NFB-CR,0,120.52349,24.058683,國道1號,199K+120,0000100119920N,N,N,3,3
VD-N3-S-143.471-M-LOOP,NFB-CR,0,120.7091,24.503763,國道3號,143K+471,0000300014300K,SW,S,3,3
VD-N3-S-211-I-ES-1-南向入口-霧峰交流道,NFB-CR,0,120.6803351,24.05184997,國道3號,211K+000,0000301041040B,SW,S,1,1
VD-N10-W-4.845-M-Loop,NFB-SR,0,120.354722,22.686944,國道10號,4K+845,0001000100400E,SW,W,3,3
VD-N1-N-158.763-N-LOOP,NFB-CR,0,120.713196,24.327732,國道1號,158K+763,0000100115820B,NE,N,3,3
VD-N3-N-204.571-M-RS,NFB-CR,0,120.62367,24.082563,國道3號,204K+571,0000300120400B,W,N,3,3
VD-N1H-N-24.470-M-LOOP,NFB-NR,0,121.52018,25.076603,國道1號汐止五股高架道路,24K+470,00001A0102400A,E,N,3,3
VD-N1-S-174-O-NE-22X-南下出口-台中,NFB-CR,0,120.6585275,24.20711039,國道1號,174K+000,0000101040010B,W,S,1,1
VD-N3-N-46-I-EN-1-樹林,NFB-NR,0,121.390495,24.95123,國道3號,46K+000,0000301113000F,E,N,1,1
VD-N3-S-164-I-WS-1X-南下入口2,NFB-CR,0,120.6412669,24.33691191,國道3號,164K+000,0000301032050B,W,S,2,2
VD-N1-N-216.600-M-RS,NFB-CR,0,120.49784,23.905762,國道1號,216K+600,0000100121600N,N,N,3,3
VD-N3-N-134-R-EN-1-北上入口,NFB-CR,0,120.7612727,24.56754062,國道3號,134K+000,0000301183000K,N,N,1,1
VD-N3-N-31-O-SE-1-安坑,NFB-NR,0,121.52179,24.97219,國道3號,31K+000,0000301110000F,S,N,2,2
VD-N1-S-52.830-N-LOOP,NFB-NR,0,121.26933,25.01557,國道1號,52K+830,0000100005200H,SW,S,3,3
VD-N5-S-26.013-M-LOOP,NFB-PL,0,121.78348,24.865047,國道5號,26K+013,0000500002600G,SE,S,2,2
VD-N3-S-417.406-M-Loop,NFB-SR,0,120.521944,22.552222,國道3號,417K+406,0000300041800T,S,S,2,2
VD-N1-S-16.300-M-LOOP,NFB-NR,0,121.59883,25.063883,國道1號,16K+300,0000100001620A,W,S,2,2
VD-N3-S-422.745-M-Loop,NFB-SR,0,120.5248883,22.50555996,國道3號,422K+745,0000300042300T,S,S,2,2
VD-N1-S-240-I-WS-1B-南下入口-斗南,NFB-CR,0,120.4703564,23.69293352,國道1號,240K+000,0000101051030P,S,S,1,1
VD-N3-N-268-I-WN-33,NFB-CR,0,120.578415,23.66995056,國道3號,268K+000,0000301152010P,NE,N,1,1
VD-N3-S-217-I-WS-1-南下入口1,NFB-CR,0,120.6510653,24.00465042,國道3號,217K+000,0000301043070M,S,S,1,1
VD-N1-S-5.140-N-LOOP,NFB-NR,0,121.698,25.0963,國道1號,5K+140,0000100000500C,SW,S,3,3
VD-N3N-S-0.560-M-LOOP,NFB-NR,0,121.62051,25.05134,南港聯絡道,0K+560,6265290400020F,S,S,2,2
VD-N3-S-182.647-N-LOOP,NFB-CR,0,120.57416,24.196968,國道3號,182K+647,0000300018240B,SW,S,3,3
VD-N3-N-29.100-M-LOOP,NFB-NR,0,121.53924,24.95859,國道3號,29K+100,0000300102910F,E,N,3,3
VD-N1-N-54.420-M-RS,NFB-NR,0,121.25751,25.006222,國道1號,54K+420,0000100105400H,NE,N,4,4
VD-N3-N-243-I-EN-1-北上入口1,NFB-CR,0,120.7017087,23.79728808,國道3號,243K+000,0000301148130M,NW,N,2,2
VD-N1-S-57.920-M-LOOP,NFB-NR,0,121.232666,24.984062,國道1號,57K+920,0000100005750H,SW,S,4,4
VD-N4-W-11-O-EN-21-西向出口1-后里,NFB-CR,0,120.6943476,24.27158363,國道4號,11K+000,0000401104010B,NW,W,1,1
VD-N1H-N-18-O-SW-22-堤頂-往舊宗路,NFB-NR,0,121.574,25.0693,國道1號汐止五股高架道路,18K+000,00001A1102020A,SE,N,2,2
VD-N1-N-10-I-EN-1-汐止,NFB-NR,0,121.65397,25.07298,國道1號,10K+000,0000101106080F,NE,N,1,1
VD-N1H-N-46.570-M-RS,NFB-NR,0,121.319855,25.047577,國道1號五股楊梅高架道路,46K+570,00001B0104600H,NE,N,3,3
VD-N6-W-25.062-M-RS,NFB-CR,0,120.8815602,23.97923186,國道6號,25K+062,0000600102480M,SW,W,2,2
VD-N1-N-68.300-M-RS,NFB-NR,0,121.167145,24.916307,國道1號,68K+300,0000100106800H,N,N,3,3
VD-N2-E-19.300-M-RS,NFB-NR,0,121.32483,24.95415,國道2號,19K+300,0000200001910H,S,E,4,4
VD-N3-S-224.871-N-LOOP,NFB-CR,0,120.66988,23.947086,國道3號,224K+871,0000300022500M,SE,S,3,3
VD-N1-S-1.740-M-LOOP,NFB-NR,0,121.72575,25.10944,國道1號,1K+740,0000100000130C,S,S,2,2
VD-N1-N-5-O-SE-大華系統-1NT62E,NFB-NR,0,121.699,25.0975,國道1號,5K+000,0000101104010C,E,N,1,1
VD-N3-N-31-O-SW-22-安坑,NFB-NR,0,121.52558,24.96953,國道3號,31K+000,0000301110020F,E,N,1,1
VD-N3-S-207-I-ES-21-南下入口1-台中,NFB-CR,0,120.64675,24.0675,國道3號,207K+000,0000301039040B,SE,S,2,2
VD-N1-N-264-I-WN-3-Loop,NFB-SR,0,120.3911382,23.49400648,國道1號,264K+000,0000101155050I,W,N,1,1
VD-N3-S-172-R-EN-1-南下出口,NFB-CR,0,120.5984918,24.28263828,國道3號,172K+000,0000301084000B,S,S,1,1
VD-N4-W-26-I-NW-21-環道2,NFB-CR,0,120.718544,24.215342,國道4號,26K+000,0000401108050B,NW,W,1,1
VD-N3-N-207.391-N-LOOP,NFB-CR,0,120.6455,24.068308,國道3號,207K+391,0000300120700B,W,N,3,3
VD-N2-W-18-O-EN-21-大湳,NFB-NR,0,121.32513,24.959856,國道2號,18K+000,0000201106010H,N,W,1,1
VD-N1K-E-3-O-E-1-RS,NFB-SR,0,120.304184,22.586828,高雄港聯外高架道路,3K+000,6250670300000E,SE,SE,1,1
VD-N1-S-349-I-WS-21-Loop,NFB-SR,0,120.319725,22.7873811,國道1號,349K+000,0000101069030E,SE,S,1,1
VD-N1H-S-59.500-M-RS,NFB-NR,0,121.22126,24.974318,國道1號,59K+500,0000100005900H,SW,S,5,5
VD-N3-T-35-A-W-21-中和-台64中永和,NFB-NR,0,121.48585,24.994564,國道3號,35K+000,0000301011030F,NE,S,2,2
VD-N3-N-210.299-M-RS,NFB-CR,0,120.67195,24.059849,國道3號,210K+299,0000300121000B,NW,N,4,4
VD-N1-N-31.830-N-LOOP,NFB-NR,0,121.44939,25.07177,國道1號,31K+830,0000100103160F,E,N,3,3
VD-N3-N-236.821-N-LOOP,NFB-CR,0,120.70191,23.855934,國道3號,236K+821,0000300123660M,N,N,3,3
VD-N3-N-25-O-SE-1-木柵休息站,NFB-NR,0,121.57,24.976,國道3號,25K+000,0000301180000A,E,N,1,1
VD-N10-W-25-I-SW-1-Loop,NFB-SR,0,120.47853,22.79982,國道10號,25K+000,0001001107000T,W,W,1,1
VD-N3-S-68-I-WS-1-龍潭,NFB-NR,0,121.22182,24.861906,國道3號,68K+000,0000301018050H,S,S,2,2
VD-N3-S-71.000-M-LOOP,NFB-NR,0,121.20078,24.848831,國道3號,71K+000,0000300007000H,SW,S,4,4
VD-N1H-N-37.737-M-LOOP,NFB-NR,0,121.39666,25.05976,國道1號五股楊梅高架道路,37K+737,00001B0103700F,SE,N,3,3
VD-N2-W-7.860-M-RS,NFB-NR,0,121.26536,25.027157,國道2號,7K+860,0000200100700H,W,W,5,5
VD-N1-S-301.910-M-Loop,NFB-SR,0,120.23643,23.201563,國道1號,301K+910,0000100030100D,S,S,3,3
VD-N1-N-65-I-WN-平鎮系統-T66E1N,NFB-NR,0,121.190315,24.935127,國道1號,65K+000,0000101123090H,SE,N,1,1
VD-N1-S-6-I-ES-21-五堵,NFB-NR,0,121.68748,25.08756,國道1號,6K+000,0000101005040C,NE,S,1,1
VD-N5-N-13.707-M-LOOP,NFB-PL,0,121.70454,24.947899,國道5號,13K+707,0000500101330F,NW,N,2,2
VD-N2-E-11.850-N-LOOP,NFB-NR,0,121.28306,24.996609,國道2號,11K+850,0000200001110H,S,E,3,3
VD-N3-S-223.511-M-RS,NFB-CR,0,120.65935,23.956001,國道3號,223K+511,0000300022340M,SE,S,4,4
VD-N3-S-177.160-M-RS,NFB-CR,0,120.59335,24.242125,國道3號,177K+160,0000300017700B,S,S,5,5
VD-N2-W-18.300-N-LOOP,NFB-NR,0,121.323975,24.963207,國道2號,18K+300,0000200101800H,N,W,3,3
VD-N1-N-41-C-N-1-林口-集散道,NFB-NR,0,121.36215,25.064583,國道1號,41K+000,0000101117030H,E,N,2,2
VD-N1H-N-23.570-M-LOOP,NFB-NR,0,121.52851,25.073692,國道1號汐止五股高架道路,23K+570,00001A0102300A,E,N,3,3
VD-N1-S-220-O-NW-2-南下出口-北斗,NFB-CR,0,120.4894147,23.87568123,國道1號,220K+000,0000101048010N,N,S,1,1
VD-N1-N-91-I-EN-21-竹北,NFB-NR,0,121.01827,24.823584,國道1號,91K+000,0000101128030J,N,N,1,1
VD-N1-N-125.730-N-LOOP,NFB-CR,0,120.858302,24.580959,國道1號,125K+730,0000100112530K,NE,N,3,3
VD-N1-S-64.070-M-LOOP,NFB-NR,0,121.19369,24.94311,國道1號,64K+070,0000100006400H,S,S,4,4
VD-N3-N-164-O-SE-21-北上出口-外埔,NFB-CR,0,120.64283,24.336279,國道3號,164K+000,0000301132010B,E,N,1,1
VD-N1-N-367-I-EN-22B-Loop,NFB-SR,0,120.3373319,22.6379001,國道1號,367K+000,0000101172050E,N,N,1,1
VD-N1-S-327-I-ES-22-Loop,NFB-SR,0,120.2490277,22.97096748,國道1號,327K+000,0000101065050D,S,S,1,1
VD-N4-E-16-O-WS-1-匝道1,NFB-CR,0,120.74181,24.270823,國道4號,16K+000,0000401007010B,E,E,2,2
VD-N5-S-1.072-M-LOOP,NFB-PL,0,121.63278,25.031,國道5號,1K+072,0000500000100A,SE,S,2,2
VD-N1-N-349-I-EN-21-Loop,NFB-SR,0,120.3221279,22.7885151,國道1號,349K+000,0000101169030E,NW,N,1,1
VD-N3-N-23.030-M-LOOP,NFB-NR,0,121.588295,24.982525,國道3號,23K+030,0000300102200A,NE,N,3,3
VD-N1-N-228.634-M-LOOP,NFB-CR,0,120.481636,23.7971,國道1號,228K+634,0000100122800P,N,N,3,3
VD-N1-N-13.400-M-RS,NFB-NR,0,121.62739,25.06675,國道1號,13K+400,0000100101300F,E,N,4,4
VD-N1-N-339.975-M-Loop,NFB-SR,0,120.28402,22.869802,國道1號,339K+975,0000100133940E,NW,N,3,3
VD-N1-S-95-I-WS-33A-新竹-公道五路,NFB-NR,0,121.00768,24.797873,國道1號,95K+000,0000101029050O,SE,S,1,1
VD-N5-S-4.633-M-LOOP,NFB-PL,0,121.65033,25.003942,國道5號,4K+633,0000500000460F,S,S,3,3
