VDID,SubAuthorityCode,BiDirectional,PositionLon,PositionLat,RoadName,LocationMile,LinkID,Bearing,RoadDirection,LaneNum,ActualLaneNum
VD-N1H-S-26-I-ES-22-環北,NFB-NR,0,121.50661,25.08342,國道1號汐止五股高架道路,26K+000,00001A1004000A,S,S,1,1
VD-N3-N-172.712-N-LOOP,NFB-CR,0,120.597404,24.279358,國道3號,172K+712,0000300117240B,NE,N,3,3
VD-N1-S-95-O-NW-1B-新竹,NFB-NR,0,121.00523,24.79006,國道1號,95K+000,0000101029180O,S,S,2,2
VD-N1-S-257.700-M-Loop,NFB-SR,0,120.414925,23.551563,國道1號,257K+700,0000100025700Q,S,S,3,3
VD-N1-N-367-O-SE-1A-Loop,NFB-SR,0,120.3365054,22.62635641,國道1號,367K+000,0000101172010E,N,N,1,1
VD-N1-S-307.950-M-RS,NFB-SR,0,120.23123,23.147722,國道1號,307K+950,0000100030700D,S,S,3,3
VD-N5-N-30-L-頭城-台2庚-2.5-IMAGE,NFB-PL,0,121.803535,24.842884,台2庚線,30K+000,3000270100185G,NE,W,2,2
VD-N1-S-371-I-WS-21-Loop,NFB-SR,0,120.3408642,22.5987457,國道1號,371K+000,0000101075010E,SW,S,1,1
VD-N1-N-291.995-M-Loop,NFB-SR,0,120.27475,23.281878,國道1號,291K+995,0000100129100D,NE,N,3,3
VD-N6-E-25-O-WN-1-東向出口-北山,NFB-CR,0,120.883482,23.979539,國道6號,25K+000,0000601005000M,NE,E,1,1
VD-N4-E-24.638-M-LOOP,NFB-CR,0,120.726654,24.22058,國道4號,24K+638,0000400002454B,W,E,2,2
VD-N3-S-74.140-M-RS,NFB-NR,0,121.2,24.8207,國道3號,74K+140,0000300007400H,S,S,3,3
VD-N1-S-369.400-M-Loop,NFB-SR,0,120.3371,22.616894,國道1號,369K+400,0000100036900E,S,S,4,4
VD-N1-N-348.002-M-Loop,NFB-SR,0,120.31627,22.804596,國道1號,348K+002,0000100134800E,N,N,3,3
VD-N6-W-17.993-M-OH,NFB-CR,0,120.82298,24.003744,國道6號,17K+993,0000600101770M,W,W,2,2
VD-T76-W-11-O-EW-1-西向出口-台19線,NFB-CR,0,120.490093,24.009787,台76線,11K+000,1007601102000N,NW,W,1,1
VD-N2-E-19.610-M-LOOP,NFB-NR,0,121.324585,24.9515,國道2號,19K+610,0000200001910H,S,E,3,3
VD-N3-N-421-I-EN-1-Loop,NFB-SR,0,120.524561,22.51734668,國道3號,421K+000,0000301171000T,N,N,1,1
VD-N3-N-50-O-SE-1B-三鶯,NFB-NR,0,121.35481,24.935429,國道3號,50K+000,0000301114000F,E,N,1,1
VD-N3-S-323-I-WS-1-Loop,NFB-SR,0,120.37809,23.27132,國道3號,323K+000,0000301058050D,S,S,1,1
VD-N3-N-159.275-M-大甲北地磅,NFB-CR,0,120.66509,24.374506,國道3號,159K+275,0000300115900B,N,N,1,1
VD-N1-S-99.990-N-LOOP,NFB-NR,0,120.98439,24.75323,國道1號,99K+990,0000100009960J,SW,S,3,3
VD-N3-N-119-O-SE-21-北上出口-竹南頭份,NFB-CR,0,120.8479484,24.6751128,國道3號,119K+000,0000301127010K,NE,N,1,1
VD-N3-N-31.420-N-LOOP,NFB-NR,0,121.52251,24.971682,國道3號,31K+420,0000300103130F,SE,N,3,3
VD-N1-N-311-I-WN-22-Loop,NFB-SR,0,120.2443525,23.11842086,國道1號,311K+000,0000101161030D,NW,N,1,1
VD-N3-N-352.215-M-Loop,NFB-SR,0,120.323888,23.018055,國道3號,352K+215,0000300135200D,NE,N,3,3
VD-N2-E-1-O-WS-1-大園,NFB-NR,0,121.21301,25.06061,國道2號,1K+000,0000201001020H,S,E,1,1
VD-N3-S-202-O-EW-0-南下出口-彰化,NFB-CR,0,120.6050619,24.09014038,國道3號,202K+000,0000301038070N,SE,S,1,1
VD-N3-N-363.915-M-Loop,NFB-SR,0,120.3515811,22.92859124,國道3號,363K+915,0000300136400D,N,N,3,3
VD-N1H-N-20-O-SE-1-下塔悠,NFB-NR,0,121.55939,25.07152,國道1號汐止五股高架道路,20K+000,00001A1103000A,E,N,1,1
VD-N1H-N-18-O-SE-1-堤頂,NFB-NR,0,121.5722,25.070341,國道1號汐止五股高架道路,18K+000,00001A1102000A,E,N,2,2
VD-N1-N-132.150-M-RS,NFB-CR,0,120.82548,24.527948,國道1號,132K+150,0000100113200K,NE,N,4,4
VD-N3-S-430.754-M-Loop,NFB-SR,0,120.50906,22.447973,國道3號,430K+754,0000300043080T,SW,S,2,2
VD-N1-N-342-O-SW-2-Loop,NFB-SR,0,120.2960544,22.84519285,國道1號,342K+000,0000101168000E,NW,N,1,1
VD-N3-S-269-I-WS-1-Loop,NFB-CR,0,120.5729106,23.66378434,國道3號,269K+000,0000301051010P,SE,S,1,1
VD-N1-N-90.840-N-LOOP,NFB-NR,0,121.018166,24.824963,國道1號,90K+840,0000100109060J,NE,N,3,3
VD-N3-S-311-O-NW-1-Loop,NFB-SR,0,120.4340821,23.33480526,國道3號,311K+000,0000300031300D,SW,S,1,1
VD-N3-S-224-O-NW-21-南下出口-南投,NFB-CR,0,120.6669073,23.95042782,國道3號,224K+000,0000301045010M,SW,S,1,1
VD-N1-N-40.600-N-LOOP,NFB-NR,0,121.37081,25.06529,國道1號,40K+600,0000100104020H,E,N,4,4
VD-N3-N-337.554-M-Loop,NFB-SR,0,120.337777,23.146111,國道3號,337K+554,0000300133760D,NE,N,3,3
VD-N1-S-253.700-M-RS,NFB-SR,0,120.430115,23.584723,國道1號,253K+700,0000100025300Q,S,S,3,3
VD-N3-S-196-I-NS-1-南下入口-快官,NFB-CR,0,120.5551285,24.10588242,國道3號,196K+000,0000301037070N,E,S,2,2
VD-N1-S-201.400-M-RS,NFB-CR,0,120.52244,24.039373,國道1號,201K+400,0000100020100N,S,S,4,4
VD-N3-N-268.958-N-LOOP,NFB-CR,0,120.575134,23.66682,國道3號,268K+958,0000300126900P,NE,N,3,3
VD-N8-E-14.345-N-Loop,NFB-SR,0,120.3283172,23.0631855,國道8號,14K+345,0000800001700D,E,E,2,2
VD-N3-S-80.400-M-LOOP,NFB-NR,0,121.160805,24.806448,國道3號,80K+400,0000300008000J,W,S,3,3
VD-N1-S-261.950-M-Loop,NFB-SR,0,120.40363,23.514938,國道1號,261K+950,0000100026100Q,S,S,3,3
VD-N1-N-310.700-N-Loop,NFB-SR,0,120.2407,23.124344,國道1號,310K+700,0000100131070D,NW,N,3,3
VD-N3-N-248.801-M-RS,NFB-CR,0,120.67357,23.777802,國道3號,248K+801,0000300124800M,E,N,3,3
VD-N1-S-189-O-NE-1-南下出口,NFB-CR,0,120.586183,24.11879303,國道1號,189K+000,0000101043000B,NW,S,1,1
VD-N3-N-47.980-M-LOOP,NFB-NR,0,121.3811,24.95132,國道3號,47K+980,0000300104700F,E,N,4,4
VD-N1-S-250-I-ES-22-南下入口-大林,NFB-CR,0,120.4364064,23.61208593,國道1號,250K+000,0000101053040Q,S,S,1,1
VD-N5-S-17.608-M-LOOP,NFB-PL,0,121.72793,24.920776,國道5號,17K+608,0000500001700F,SE,S,2,2
VD-N1-N-250-O-SE-1-北上出口-大林,NFB-CR,0,120.4373266,23.6105125,國道1號,250K+000,0000101153000Q,N,N,2,2
VD-N5-S-30-O-NE-1-LOOP,NFB-PL,0,121.7896534,24.8295067,國道5號,30K+000,0000501004006G,NE,S,1,1
VD-N3-N-340-O-SE-2-Loop,NFB-SR,0,120.3323697,23.123337,國道3號,340K+000,0000301161010D,NE,N,1,1
VD-N3-S-383-I-WS-1B-Loop,NFB-SR,0,120.426028,22.781493,國道3號,383K+000,0000301065050E,SE,S,1,1
VD-N2-W-11-I-NW-21-南桃園,NFB-NR,0,121.28532,25.001411,國道2號,11K+000,0000201105030H,W,W,1,1
VD-N3-N-294.270-M-Loop,NFB-SR,0,120.500555,23.475277,國道3號,294K+270,0000300129450I,N,N,3,3
VD-N1-N-303-I-EN-21-Loop,NFB-SR,0,120.2365167,23.18311902,國道1號,303K+000,0000101160030D,NW,N,1,1
VD-N1H-N-52-I-WN-1-機場往高架,NFB-NR,0,121.2718436,25.0205038,國道1號,52K+000,0000101119090H,E,N,2,2
VD-N1-N-288-I-WN-3-Loop,NFB-SR,0,120.291962,23.30670802,國道1號,288K+000,0000101158030D,W,N,1,1
VD-N1-N-125-O-SE-1-北上出口-頭屋,NFB-CR,0,120.8553312,24.57618504,國道1號,125K+000,0000101132000K,NE,N,1,1
VD-N1-N-364.080-M-Loop,NFB-SR,0,120.33029,22.663319,國道1號,364K+080,0000100136400E,N,N,5,5
VD-N4-E-9.020-N-LOOP,NFB-CR,0,120.669525,24.277775,國道4號,9K+020,0000400000910B,SE,E,3,3
VD-N3-S-224-O-NE-22-南下出口-中興,NFB-CR,0,120.6687691,23.94730597,國道3號,224K+000,0000301045050M,NW,S,1,1
VD-N1-N-57-I-EN-21-平面-內壢,NFB-NR,0,121.23953,24.988625,國道1號,57K+000,0000101120040H,N,N,1,1
VD-N3-N-196-I-WN-1-北上入口,NFB-CR,0,120.5515066,24.10846014,國道3號,196K+000,0000301137010N,NW,N,2,2
VD-N1-N-132-I-WN-12A-北上入口-苗栗,NFB-CR,0,120.8202998,24.52272443,國道1號,132K+000,0000101133030K,W,N,1,1
VD-N3-N-378.628-M-Loop,NFB-SR,0,120.41545,22.826136,國道3號,378K+628,0000300137800E,NW,N,3,3
VD-N3-S-348.347-M-Loop,NFB-SR,0,120.321111,23.051666,國道3號,348K+347,0000300034810D,S,S,3,3
VD-N3-N-424-I-EN-2-Loop,NFB-SR,0,120.5300422,22.4922916,國道3號,424K+000,0000301172030T,NW,N,1,1
VD-N1-N-95-O-SE-22A-新竹-公道五路,NFB-NR,0,121.00893,24.79722,國道1號,95K+000,0000101129180O,E,N,1,1
VD-N3-N-78.000-M-RS,NFB-NR,0,121.182054,24.796583,國道3號,78K+000,0000300107730J,E,N,4,4
VD-N3-S-202-I-ES-21-南下入口1-台中,NFB-CR,0,120.6053589,24.09014159,國道3號,202K+000,0000301038070N,SE,S,1,1
VD-N5-S-30-I-ES-1-LOOP,NFB-PL,0,121.789986,24.828903,國道5號,30K+000,0000501004010G,SW,S,1,1
VD-N3-S-260-I-WS-21-南下入口-斗六,NFB-CR,0,120.59525,23.73248772,國道3號,260K+000,0000301050050P,E,S,1,1
VD-N1-N-139.820-N-LOOP,NFB-CR,0,120.78424,24.47845,國道1號,139K+820,0000100113930K,N,N,3,3
VD-N3-N-211.467-N-LOOP,NFB-CR,0,120.67831,24.05128,國道3號,211K+467,0000300121100B,N,N,3,3
VD-N1-S-118.250-M-RS,NFB-CR,0,120.869316,24.640972,國道1號,118K+250,0000100011800K,SW,S,3,3
VD-N1-S-149.570-M-LOOP,NFB-CR,0,120.761406,24.397554,國道1號,149K+570,0000100014900K,SW,S,4,4
VD-N4-W-7.764-M-LOOP,NFB-CR,0,120.65621,24.287268,國道4號,7K+764,0000400100700B,NW,W,3,3
VD-N3-N-334.549-N-Loop,NFB-SR,0,120.35406,23.172682,國道3號,334K+549,0000300133400D,N,N,3,3
VD-N3-S-202-O-WE-0-南下出口-彰化,NFB-CR,0,120.6017845,24.09194115,國道3號,202K+000,0000301038060N,S,S,1,1
VD-N1-N-211-O-SE-1-北上出口-員林,NFB-CR,0,120.5071441,23.95176175,國道1號,211K+000,0000101147000N,NE,N,2,2
VD-N1-S-327.650-N-Loop,NFB-SR,0,120.249016,22.974173,國道1號,327K+650,0000100032700D,S,S,3,3
VD-N5-S-16.902-M-PS-LOOP,NFB-PL,0,121.72401,24.926027,國道5號,16K+902,0000500001600F,SE,S,2,2
VD-N1H-N-50.571-M-LOOP,NFB-NR,0,121.28597,25.02921,國道1號五股楊梅高架道路,50K+571,00001B0105000H,NE,N,3,3
VD-N1-N-197.470-M-RS,NFB-CR,0,120.52319,24.074347,國道1號,197K+470,0000100119700N,N,N,4,4
VD-N3-S-54-O-NW-鶯歌系統-3S2W,NFB-NR,0,121.32815,24.939964,國道3號,54K+000,0000301015000F,NW,S,2,2
VD-N1-N-174-I-EN-21X-北上入口2-台中,NFB-CR,0,120.657323,24.20362055,國道1號,174K+000,0000101140070B,NE,N,1,1
VD-N2-W-19.780-M-LOOP,NFB-NR,0,121.32464,24.949896,國道2號,19K+780,0000200101910H,N,W,3,3
VD-N3-N-407.058-N-Loop,NFB-SR,0,120.54283,22.646841,國道3號,407K+058,0000300140700T,NE,N,2,2
VD-N1-N-220-C-N-1-北上入口-北斗,NFB-CR,0,120.4910273,23.87499792,國道1號,220K+000,0000101148040N,N,N,1,1
VD-N1-N-312.700-M-Loop,NFB-SR,0,120.24711,23.107344,國道1號,312K+700,0000100131220D,N,N,3,3
VD-N1-S-363.800-M-Loop,NFB-SR,0,120.32964,22.666042,國道1號,363K+800,0000100036380E,S,S,5,5
VD-N1-N-98.860-N-LOOP,NFB-NR,0,120.99171,24.76025,國道1號,98K+860,0000100109860J,E,N,3,3
VD-N1-N-293.450-M-RS,NFB-SR,0,120.2654613,23.27193024,國道1號,293K+450,0000100129300D,NE,N,3,3
VD-N1-N-288-O-SE-21-Loop,NFB-SR,0,120.2925092,23.3066292,國道1號,288K+000,0000101158010D,NE,N,1,1
VD-N3-S-332.074-M-Loop,NFB-SR,0,120.355,23.1913888,國道3號,332K+074,0000300033200D,S,S,3,3
VD-N3-S-253.250-M-RS,NFB-CR,0,120.63042,23.774399,國道3號,253K+250,0000300025300P,W,S,3,3
VD-N3-T-31-A-E-1-安坑,NFB-NR,0,121.52081,24.96636,國道3號,31K+000,0000301110130F,NE,N,3,3
VD-N4-E-11-O-WN-22X-東向出口2-后里,NFB-CR,0,120.6931342,24.27014034,國道4號,11K+000,0000401004020B,NE,E,1,1
VD-N6-E-35.360-M-RS,NFB-CR,0,120.97761,23.98647,國道6號,35K+360,0000600003500M,E,E,2,2
VD-N5-N-46-L-羅東-191-3-IMAGE,NFB-PL,0,121.79585,24.672457,191,46K+000,4019100101726G,N,N,2,2
VD-N3-N-297-I-EN-2-Loop,NFB-SR,0,120.486972,23.450306,國道3號,297K+000,0000301155030Q,N,N,1,1
VD-N3-N-208.206-M-LOOP,NFB-CR,0,120.65349,24.067587,國道3號,208K+206,0000300120800B,W,N,4,4
VD-N3-N-31-I-EN-1A-安坑,NFB-NR,0,121.52378,24.967878,國道3號,31K+000,0000301110140F,SE,N,2,2
VD-N3-S-323-I-WS-21-Loop,NFB-SR,0,120.37821,23.27116,國道3號,323K+000,0000301058040D,SW,S,1,1
VD-N3-S-260-I-WS-1-南下入口,NFB-CR,0,120.597336,23.729944,國道3號,260K+000,0000301050070P,SE,S,1,1
VD-N3-N-216.360-M-LOOP,NFB-CR,0,120.6580528,24.011311,國道3號,216K+360,0000300121600N,NE,N,5,5
VD-N1-S-16-I-WS-1-內湖-成功路,NFB-NR,0,121.58989,25.065454,國道1號,16K+000,0000101010070A,W,S,2,2
VD-N1-S-181-I-WS-21-南下入口1-龍井,NFB-CR,0,120.61897,24.151848,國道1號,181K+000,0000101042030B,SE,S,1,1
VD-N1-N-322.750-M-RS,NFB-SR,0,120.2508,23.017748,國道1號,322K+750,0000100132200D,N,N,3,3
VD-N3-S-264.745-M-RS,NFB-CR,0,120.60151,23.697193,國道3號,264K+745,0000300026400P,S,S,3,3
VD-N1-N-201.970-M-RS,NFB-CR,0,120.52117,24.03417,國道1號,201K+970,0000100120100N,N,N,3,3
VD-N1-S-167.270-M-LOOP,NFB-CR,0,120.69092,24.254992,國道1號,167K+270,0000100016700B,S,S,3,3
VD-N3-S-321.654-M-Loop,NFB-SR,0,120.386111,23.276666,國道3號,321K+654,0000300032200D,SW,S,3,3
VD-N1-N-267.650-M-RS,NFB-SR,0,120.37795,23.470009,國道1號,267K+650,0000100126700Q,N,N,3,3
VD-N3-S-257.424-M-RS,NFB-CR,0,120.60189,23.75644,國道3號,257K+424,0000300025700P,SW,S,3,3
VD-N2-W-11-I-SW-22-南桃園,NFB-NR,0,121.28524,25.000628,國道2號,11K+000,0000201105040H,N,W,1,1
VD-N1-N-191.447-M-RS,NFB-CR,0,120.56415,24.10866,國道1號,191K+447,0000100119130N,NE,N,3,3
VD-N4-W-14-I-W-1X-西向入口2,NFB-CR,0,120.7199534,24.27825728,國道4號,14K+000,0000401105000B,W,W,1,1
VD-N2-E-5-I-SE-21-大竹-匝道,NFB-NR,0,121.23706,25.03425,國道2號,5K+000,0000201003040H,E,E,1,1
VD-N1-N-168.180-N-LOOP,NFB-CR,0,120.69008,24.246819,國道1號,168K+180,0000100116800B,N,N,3,3
VD-N3-S-20.600-N-LOOP,NFB-NR,0,121.59515,25.003721,國道3號,20K+600,0000300002040A,S,S,3,3
VD-N1-N-118.085-M-造橋北地磅,NFB-CR,0,120.870804,24.642162,國道1號,118K+085,0000100111800K,NE,N,1,1
VD-N3-S-99.000-N-LOOP,NFB-NR,0,121.00434,24.75729,國道3號,99K+000,0000300009820J,W,S,3,3
VD-N3-N-58.000-M-LOOP,NFB-NR,0,121.29685,24.919077,國道3號,58K+000,0000300105700H,NE,N,4,4
VD-N1-N-33-O-SE-21-五股,NFB-NR,0,121.43681,25.068195,國道1號,33K+000,0000101115010F,SE,N,1,1
VD-N3-N-83.400-M-RS,NFB-NR,0,121.133,24.8001,國道3號,83K+400,0000300108300J,NE,N,4,4
VD-N5-N-54-L-蘇澳-台2-3.5-IMAGE,NFB-PL,0,121.83673,24.624613,台2線,54K+000,3000200116239G,NW,W,2,2
VD-N1-S-348.615-M-Loop,NFB-SR,0,120.31747,22.799461,國道1號,348K+615,0000100034800E,S,S,4,4
VD-N2-W-1-O-EN-34-大園,NFB-NR,0,121.21345,25.059351,國道2號,1K+000,0000201102010H,SE,W,1,1
VD-N1H-S-44.450-M-RS,NFB-NR,0,121.33341,25.061428,國道1號五股楊梅高架道路,44K+450,00001B0004400H,SW,S,3,3
VD-N3-N-224.871-N-LOOP,NFB-CR,0,120.66992,23.947369,國道3號,224K+871,0000300122440M,NW,N,3,3
VD-N3-S-337.584-M-Loop,NFB-SR,0,120.3375,23.146111,國道3號,337K+584,0000300033760D,SW,S,3,3
VD-N3-N-73.100-M-龍潭地磅站,NFB-NR,0,121.1998,24.830383,國道3號,73K+100,0000300107300H,N,N,1,1
VD-N1-S-351.600-M-RS,NFB-SR,0,120.32567,22.773684,國道1號,351K+600,0000100035100E,S,S,3,3
VD-T88-E-15-O-WN-2-Loop,NFB-SR,0,120.4800079,22.57224624,台88線,15K+000,1008801005020T,E,E,1,1
VD-N1H-S-56.770-M-LOOP,NFB-NR,0,121.24048,24.991928,國道1號五股楊梅高架道路,56K+770,00001B0005600H,SW,S,3,3
VD-N2-E-1-I-SE-33-大園-匝道,NFB-NR,0,121.21239,25.058496,國道2號,1K+000,0000201002020H,SE,E,2,2
VD-N1-S-49-I-ES-22A-桃園-環道,NFB-NR,0,121.297485,25.039064,國道1號,49K+000,0000101018050H,NE,S,1,1
VD-N3-S-228-I-WS-1-南下入口-南投,NFB-CR,0,120.68517,23.921253,國道3號,228K+000,0000301046010M,SE,S,1,1
VD-N1-S-239.450-M-LOOP,NFB-CR,0,120.475334,23.704899,國道1號,239K+450,0000100023900P,S,S,3,3
VD-N3A-E-3.480-N-LOOP,NFB-NR,0,121.57941,25.004606,國道3甲,3K+480,0000310000320A,SE,S,2,2
VD-N3-S-182-O-NE-22-南下出口-台中,NFB-CR,0,120.5706266,24.19536852,國道3號,182K+000,0000301035050B,NE,S,1,1
VD-N1-S-288-O-NE-22-Loop,NFB-SR,0,120.2893846,23.3074394,國道1號,288K+000,0000101058050D,N,S,1,1
VD-N1-N-6-O-SE-21-五堵,NFB-NR,0,121.68557,25.085318,國道1號,6K+000,0000101105020C,S,N,1,1
VD-N1-S-369-O-NW-1-Loop,NFB-SR,0,120.3405477,22.60679368,國道1號,369K+000,0000101073000E,SE,S,2,2
VD-N3-N-227.777-N-LOOP,NFB-CR,0,120.68292,23.924057,國道3號,227K+777,0000300122720M,N,N,3,3
VD-N1-N-211-O-SE-2-北上出口-員林,NFB-CR,0,120.5083631,23.95311392,國道1號,211K+000,0000101147010N,NE,N,1,1
VD-N4-E-19.280-M-LOOP,NFB-CR,0,120.755908,24.256673,國道4號,19K+280,0000400001839B,S,E,2,2
VD-N3-N-42.730-N-LOOP,NFB-NR,0,121.429695,24.95966,國道3號,42K+730,0000300104250F,E,N,4,4
VD-N3-S-295.895-M-Loop,NFB-SR,0,120.494722,23.461666,國道3號,295K+895,0000300029600I,SW,S,3,3
VD-N1-N-327-O-SE-1A-Loop,NFB-SR,0,120.249252,22.974815,國道1號,327K+000,0000101165070D,N,N,1,1
VD-T88-W-8.382-M-RS,NFB-SR,0,120.418627,22.587723,台88線,8K+382,1008800100800E,SW,W,2,2
VD-N1-S-328.650-M-Loop,NFB-SR,0,120.25001,22.965233,國道1號,328K+650,0000100032850D,S,S,3,3
VD-N6-W-20.454-M-RS,NFB-CR,0,120.84526,23.999342,國道6號,20K+454,0000600102000M,NW,W,2,2
VD-N3K-N-2-O-NE-1-德安路,NFB-NR,0,121.72387,25.14884,台2己線,2K+000,3000262100262C,NE,E,1,1
VD-N1-N-50.800-M-LOOP,NFB-NR,0,121.28652,25.029924,國道1號,50K+800,0000100105000H,NE,N,5,5
VD-N3-S-369-O-NW-1-Loop,NFB-SR,0,120.360556,22.881833,國道3號,369K+000,0000300036980E,S,S,1,1
VD-N1-N-203.650-M-RS,NFB-CR,0,120.51603,24.019802,國道1號,203K+650,0000100120300N,N,N,4,4
VD-N4-W-11-O-EN-21X-西向出口2-后里,NFB-CR,0,120.6936955,24.2719081,國道4號,11K+000,0000401104010B,NW,W,2,2
VD-N3-N-95.110-M-LOOP,NFB-NR,0,121.03889,24.763193,國道3號,95K+110,0000300109500J,NE,N,4,4
VD-N5-S-16.187-M-LOOP,NFB-PL,0,121.720375,24.931562,國道5號,16K+187,0000500001600F,SE,S,2,2
VD-N3-S-130-O-NW-1-南下出口,NFB-CR,0,120.7883329,24.6011415,國道3號,130K+000,0000301029000K,SW,S,1,1
VD-N1-S-288-I-WS-2-Loop,NFB-SR,0,120.289728,23.3078631,國道1號,288K+000,0000101058030D,E,S,1,1
VD-N1-S-257-I-ES-22-Loop,NFB-SR,0,120.4145483,23.5537083,國道1號,257K+000,0000101054030Q,SE,S,1,1
VD-N1-N-51.650-N-LOOP,NFB-NR,0,121.27808,25.02255,國道1號,51K+650,0000100105150H,NE,N,3,3
VD-N3-S-103-I-WS-21-茄苳,NFB-NR,0,120.95677,24.757957,國道3號,103K+000,0000301024030O,SW,S,1,1
VD-N1-N-153.480-M-RS,NFB-CR,0,120.743454,24.36632,國道1號,153K+480,0000100115300K,NE,N,4,4
VD-N3-S-207.051-N-LOOP,NFB-CR,0,120.64325,24.06882,國道3號,207K+051,0000300020700B,E,S,3,3
VD-N1-S-243-I-WS-21-南下入口-雲林,NFB-CR,0,120.45389,23.66972052,國道1號,243K+000,0000101052130P,S,S,1,1
VD-N5-N-9.840-M-LOOP,NFB-PL,0,121.680115,24.9716,國道5號,9K+840,0000500100950F,NW,N,2,2
VD-N1-N-50.800-M-RS,NFB-NR,0,121.28375,25.02756,國道1號,50K+800,0000100105046H,NE,N,5,5
VD-N3-S-163.511-M-LOOP,NFB-CR,0,120.650475,24.340385,國道3號,163K+511,0000300016300B,SW,S,3,3
VD-N1-N-23-O-SE-1A-圓山,NFB-NR,0,121.54191,25.073,國道1號,23K+000,0000101111000A,E,N,2,2
VD-N3-S-211.391-N-LOOP,NFB-CR,0,120.67792,24.05198,國道3號,211K+391,0000300021100B,S,S,3,3
VD-T76-E-17.870-M-RS,NFB-CR,0,120.526829,23.97154,台76線,17K+870,1007600001700N,E,E,2,2
VD-N1-S-15-I-WS-1-東湖,NFB-NR,0,121.61005,25.06543,國道1號,15K+000,0000101009000A,W,S,1,1
VD-N3-S-35-I-WS-22-中和-台64,NFB-NR,0,121.4841,24.990885,國道3號,35K+000,0000301011090F,SW,S,1,1
VD-N3-N-27.490-M-LOOP,NFB-NR,0,121.55,24.9686,國道3號,27K+490,0000300102720F,NE,N,3,3
VD-N1-S-343.695-M-Loop,NFB-SR,0,120.29927,22.839901,國道1號,343K+695,0000100034370E,SE,S,3,3
VD-N3-S-178.320-M-RS,NFB-CR,0,120.59221,24.231897,國道3號,178K+320,0000300017800B,SW,S,4,4
VD-N1-N-11-I-WN-汐止系統-3S1N,NFB-NR,0,121.645,25.071333,國道1號,11K+000,0000101107050F,S,N,1,1
VD-N1-S-47.520-M-LOOP,NFB-NR,0,121.310875,25.044579,國道1號,47K+520,0000100004700H,SW,S,4,4
VD-T88-E-20.409-M-RS,NFB-SR,0,120.52411,22.570692,台88線,20K+409,1008800002060T,E,E,2,2
VD-N3-S-182-I-WS-21X-南下入口2-龍井,NFB-CR,0,120.5711909,24.19649575,國道3號,182K+000,0000301035070B,S,S,1,1
VD-N3-S-211-O-NE-1-南下出口,NFB-CR,0,120.6764644,24.05442578,國道3號,211K+000,0000301041000B,SE,S,1,1
VD-N3-T-231-R-南投服務區便道出入口,NFB-CR,0,120.71285,23.898407,,231K+000,FFFFFFFFFFFFFF,,,2,2
VD-N1-N-299-I-EN-21-Loop,NFB-SR,0,120.2405317,23.22125321,國道1號,299K+000,0000101159070D,NW,N,1,1
VD-N1-N-315.010-N-Loop,NFB-SR,0,120.2513,23.086933,國道1號,315K+010,0000100131500D,N,N,3,3
VD-N1-S-62-O-NW-21-中壢,NFB-NR,0,121.1982,24.957438,國道1號,62K+000,0000101022010H,SW,S,1,1
VD-N3K-S-2-I-WS-1-德安路,NFB-NR,0,121.72472,25.15051,台2己線,2K+000,3000262000258C,SW,W,1,1
VD-N3-N-290-O-SE-1-Loop,NFB-SR,0,120.49375,23.498556,國道3號,290K+000,0000301154010Q,N,N,1,1
